	TSC1/2	p70S6K	AKT	AKTP	PRAS40	IRS1_PI3K	mTORC1_pS2448	mTORC2
1	-3.2387202	0.16922509	-0.0995319	-0.097219968	-0.04626469	-0.21085462	0.17800603	-3.2370430999999996e-05
2	2.1840968	-0.39277863	-2.1371784	-2.1344668999999996	0.39399098	-3.0929450000000003	-0.54680431	-3.2370386e-05
3	-0.3418463	0.038931389	0.38596958	-0.47181615	-0.084141077	0.11470862	0.040143387999999995	1.8380771
4	-0.24533113	0.053142880999999996	0.27514626	-0.28299342	-0.058924802000000005	0.099505076	0.029651547	-3.2372023e-05
5	-0.27593642	-2.6639568	0.32626227	0.32791275	0.43092137	0.86361931	-3.2889977999999997	-3.2370401999999996e-05
6	-0.43193395	0.043151502	0.49890822	-0.74363335	-0.11060099	0.11358282	0.049367075	-3.3219605000000003
7	-0.90567582	0.11873352	-2.506155	-2.5029633	0.1832928	-3.5124428	0.089937509	-3.2370459e-05
8	-3.5010934000000002	0.17262251	0.19816311	-0.65943096	-0.095452374	-0.21260404	0.18175353	1.8380771
9	-3.4223440000000003	0.17510565	0.1059212	-0.45202826	-0.07937193	-0.21552982	0.18069935	-3.2371865e-05
10	-3.5690707	-2.3861993999999997	0.29480498	0.29635231	0.43259594	0.76509243	-3.1393289	-3.2370401999999996e-05
11	-3.5784248	0.17302002	0.29726708	-0.94506937	-0.11363753	-0.21273597	0.18273277	-3.3219605000000003
12	2.150474	-0.38219829	-2.0773372	-2.9347828999999996	0.38731916	-3.0949731	-0.53328628	1.8380771
13	2.154678	-0.3810631	-2.0949645	-2.6526311000000002	0.38856891	-3.0959276	-0.53496322	-3.2371967e-05
14	1.7728907999999999	-3.1864618	-1.5872843	-1.5852728999999999	0.79682767	-2.4354375	-3.7164757000000006	-3.2370373e-05
15	2.1431354	-0.38061606	-2.0577447	-3.2999269	0.38557453	-3.0952028	-0.53036402	-3.3219605000000003
16	-0.58536606	0.085348434	0.66566569	-1.4584281000000001	-0.15251939	0.08395796400000001	0.063979182	1.8380771
17	-0.64356521	-2.6070952000000003	0.74460006	-0.11353565	0.29959723	0.86046945	-3.2528972	1.8380771
18	-0.46778779	0.046485597000000003	0.53955156	-0.86532867	-0.1205424	0.11220372	0.052904303	-1.483851
19	-0.52353559	-2.5784767000000004	0.61124556	0.052467023	0.34443162	0.85507596	-3.2637861	-3.2372019e-05
20	-0.6990855	0.08927916400000001	0.80377472	-2.5153142	-0.18901772	0.082831026	0.073898023	-3.3219605000000003
21	-0.76568083	-2.5996381	0.89221351	-0.35114089	0.24744609	0.86019744	-3.2426633	-3.3219605000000003
