,NELANDER_2008
1,0.798941798941799
2,0.7777777777777778
3,0.8042328042328042
4,0.7883597883597884
5,0.8042328042328042
6,0.7777777777777778
7,0.7936507936507936
8,0.8042328042328042
9,0.8095238095238095
10,0.8095238095238095
11,0.7883597883597884
12,0.8042328042328042
13,0.746031746031746
14,0.7936507936507936
15,0.8042328042328042
16,0.7883597883597884
17,0.8042328042328042
18,0.7936507936507936
19,0.7936507936507936
20,0.7936507936507936
21,0.7883597883597884
22,0.7883597883597884
23,0.7777777777777778
24,0.7936507936507936
25,0.7883597883597884
26,0.8095238095238095
27,0.7936507936507936
28,0.7936507936507936
29,0.7671957671957672
30,0.7883597883597884
31,0.783068783068783
32,0.7777777777777778
33,0.8095238095238095
34,0.7777777777777778
35,0.7936507936507936
36,0.8042328042328042
37,0.7883597883597884
38,0.7936507936507936
39,0.7883597883597884
40,0.7883597883597884
41,0.7883597883597884
42,0.783068783068783
43,0.783068783068783
44,0.7883597883597884
45,0.7883597883597884
46,0.7883597883597884
47,0.7936507936507936
48,0.7936507936507936
49,0.783068783068783
50,0.7883597883597884
51,0.7777777777777778
52,0.783068783068783
53,0.7777777777777778
54,0.8042328042328042
55,0.7671957671957672
56,0.7936507936507936
57,0.7883597883597884
58,0.7936507936507936
59,0.7883597883597884
60,0.8201058201058201
61,0.7936507936507936
62,0.7724867724867724
63,0.8148148148148148
64,0.8095238095238095
65,0.7777777777777778
66,0.7883597883597884
67,0.7936507936507936
68,0.7883597883597884
69,0.7936507936507936
70,0.7671957671957672
71,0.7671957671957672
72,0.7936507936507936
73,0.7936507936507936
74,0.7883597883597884
75,0.783068783068783
76,0.7883597883597884
77,0.8042328042328042
78,0.7936507936507936
79,0.798941798941799
80,0.8095238095238095
81,0.798941798941799
82,0.8095238095238095
83,0.7936507936507936
84,0.7883597883597884
85,0.7883597883597884
86,0.783068783068783
87,0.7936507936507936
88,0.8095238095238095
89,0.7883597883597884
90,0.7936507936507936
91,0.8042328042328042
92,0.7883597883597884
93,0.7883597883597884
94,0.7936507936507936
95,0.7936507936507936
96,0.7619047619047619
97,0.7619047619047619
98,0.7936507936507936
99,0.7936507936507936
100,0.8042328042328042
101,0.798941798941799
102,0.7777777777777778
103,0.7724867724867724
104,0.7883597883597884
105,0.7671957671957672
106,0.7936507936507936
107,0.7883597883597884
108,0.8042328042328042
109,0.7883597883597884
110,0.7883597883597884
111,0.7936507936507936
112,0.8095238095238095
113,0.7883597883597884
114,0.7936507936507936
115,0.7936507936507936
116,0.7619047619047619
117,0.7936507936507936
118,0.7777777777777778
119,0.7936507936507936
120,0.798941798941799
121,0.7936507936507936
122,0.7883597883597884
123,0.7883597883597884
124,0.7883597883597884
125,0.783068783068783
126,0.7883597883597884
127,0.7883597883597884
128,0.7619047619047619
129,0.798941798941799
130,0.8042328042328042
131,0.8201058201058201
132,0.7936507936507936
133,0.8042328042328042
134,0.783068783068783
135,0.7883597883597884
136,0.7936507936507936
137,0.7936507936507936
138,0.7936507936507936
139,0.7883597883597884
140,0.7883597883597884
141,0.7936507936507936
142,0.7777777777777778
143,0.783068783068783
144,0.8042328042328042
145,0.783068783068783
146,0.7936507936507936
147,0.7883597883597884
148,0.7883597883597884
149,0.7883597883597884
150,0.7671957671957672
151,0.783068783068783
152,0.7883597883597884
153,0.8095238095238095
154,0.8042328042328042
155,0.7936507936507936
156,0.798941798941799
157,0.7883597883597884
158,0.8042328042328042
159,0.7936507936507936
160,0.7936507936507936
161,0.7724867724867724
162,0.7777777777777778
163,0.7936507936507936
164,0.798941798941799
165,0.8095238095238095
166,0.7777777777777778
167,0.8095238095238095
168,0.7936507936507936
169,0.8042328042328042
170,0.7883597883597884
171,0.7671957671957672
172,0.7936507936507936
173,0.783068783068783
174,0.7936507936507936
175,0.7671957671957672
176,0.8042328042328042
177,0.7883597883597884
178,0.8042328042328042
179,0.8095238095238095
180,0.7883597883597884
181,0.7936507936507936
182,0.7936507936507936
183,0.7883597883597884
184,0.7619047619047619
